,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
4833,John Hunter Nemechek,4,1,31,9,-13,230,243,184,80.0,3,96,89.7,8,7.5,107,79.3,28,2021,11,22,107,-11,20,12.35,26
4834,Jeremy Clements,11,2,34,20,-30,128,158,64,50.0,1,31,29.8,0,0.0,104,69.9,28,2021,15,24,104,-9,18,9.45,28
4835,Brett Moffitt,16,1,35,12,38,285,247,210,73.7,2,85,84.2,3,3.0,101,82.6,28,2021,16,26,101,-10,16,7.65,30
4836,Jason White,34,4,39,31,19,69,50,3,4.3,1,6,5.9,0,0.0,101,35.4,28,2021,34,28,101,6,14,20.45,23
4837,Noah Gragson,9,1,32,12,-3,196,199,151,77.0,2,80,90.9,8,9.1,88,94.6,28,2021,4,30,88,-26,12,-11.1,37
4838,Caesar Bacarella,25,4,38,31,-8,96,104,3,3.1,0,1,1.1,0,0.0,88,47.2,28,2021,37,32,88,5,9,14.0,25
4839,C.J. McLaughlin,35,3,39,31,24,71,47,3,4.2,2,6,6.8,0,0.0,88,46.7,28,2021,36,34,88,2,7,9.9,27
4840,Bayley Currey,31,1,36,29,-11,61,72,6,9.8,1,5,6.8,2,2.7,73,59.9,28,2021,20,36,73,-16,5,-10.05,34
4841,Sam Mayer,38,6,19,33,-5,91,96,70,76.9,2,19,79.2,0,0.0,24,51.9,28,2021,12,38,24,-26,3,-22.1,39
4842,David Starr,40,22,40,39,-13,11,24,0,0.0,0,0,0.0,0,0.0,20,23.2,28,2021,28,40,20,-12,1,-11.0,36
4843,A.J. Allmendinger,6,1,26,5,24,32,8,26,81.2,14,65,95.6,21,30.9,68,135.5,29,2021,14,1,68,13,45,69.55,1
4844,Daniel Hemric,2,1,23,5,24,30,6,27,90.0,8,64,94.1,17,25.0,68,120.4,29,2021,3,3,68,0,41,48.85,4
4845,Brandon Jones,12,2,19,10,1,28,27,18,64.3,0,55,80.9,0,0.0,68,94.2,29,2021,6,5,68,1,39,40.0,10
4846,Preston Pardus,8,6,38,16,-11,38,49,12,31.6,0,44,64.7,0,0.0,68,79.3,29,2021,37,7,68,30,37,67.0,2
4847,Justin Allgaier,20,1,40,18,-8,51,59,13,25.5,0,35,51.5,0,0.0,68,79.0,29,2021,2,9,68,-7,35,28.0,15
4848,Josh Williams,14,7,36,16,10,65,55,29,44.6,0,47,69.1,0,0.0,68,77.5,29,2021,17,11,68,6,32,38.0,12
4849,Jeb Burton,16,7,25,14,-9,25,34,13,52.0,0,39,57.4,0,0.0,68,75.8,29,2021,7,13,68,-6,30,24.0,16
4850,Harrison Burton,13,7,26,13,-6,28,34,16,57.1,0,51,75.0,0,0.0,68,78.0,29,2021,8,15,68,-7,28,21.0,17
4851,Landon Cassill,31,18,36,27,17,46,29,0,0.0,0,0,0.0,0,0.0,68,65.7,29,2021,35,17,68,18,26,44.0,7
4852,J.J. Yeley,21,7,26,21,-4,46,50,3,6.5,0,8,11.8,0,0.0,68,56.7,29,2021,23,19,68,4,24,28.0,15
4853,Ty Gibbs,3,1,23,7,11,47,36,32,68.1,8,65,95.6,7,10.3,68,96.5,29,2021,12,21,68,-9,21,17.35,19
4854,Kyle Weatherman,28,15,39,30,4,41,37,0,0.0,0,1,1.5,0,0.0,68,56.5,29,2021,24,23,68,1,19,20.0,18
4855,Sage Karam,9,1,28,12,11,46,35,19,41.3,0,47,69.1,0,0.0,68,81.8,29,2021,28,25,68,3,17,20.0,18
4856,Michael Annett,24,4,37,25,-4,47,51,0,0.0,0,4,5.9,0,0.0,68,66.2,29,2021,4,27,68,-23,15,-8.0,31
4857,Will Rodgers,35,5,40,29,18,46,28,2,4.3,0,4,6.0,0,0.0,67,68.0,29,2021,29,29,67,0,13,13.0,23
4858,Spencer Boyd,33,17,39,31,-37,36,73,0,0.0,0,0,0.0,0,0.0,67,35.0,29,2021,33,31,67,2,10,12.0,24
4859,Tommy Joe Martins,30,12,40,30,-3,46,49,0,0.0,0,2,3.2,0,0.0,63,56.7,29,2021,21,33,63,-12,8,-4.0,29
4860,Loris Hezemans,34,22,36,32,6,28,22,0,0.0,0,0,0.0,0,0.0,59,38.3,29,2021,34,35,59,-1,6,5.0,26
4861,Brett Moffitt,38,21,39,37,-2,12,14,0,0.0,0,0,0.0,0,0.0,30,26.2,29,2021,22,37,30,-15,4,-11.0,32
4862,Kris Wright,39,21,38,37,-4,21,25,0,0.0,0,0,0.0,0,0.0,19,28.3,29,2021,38,39,19,-1,2,1.0,27
4863,Austin Cindric,1,1,27,3,-15,27,42,15,55.6,8,65,95.6,22,32.4,68,124.4,29,2021,1,2,68,-1,42,50.1,3
4864,Justin Haley,4,2,22,6,17,31,14,29,93.5,9,66,97.1,0,0.0,68,112.1,29,2021,5,4,68,1,40,45.05,6
4865,Noah Gragson,10,1,31,10,31,53,22,20,37.7,0,44,64.7,1,1.5,68,91.2,29,2021,10,6,68,4,38,42.25,8
4866,Myatt Snider,7,3,35,15,16,51,35,24,47.1,0,43,63.2,0,0.0,68,76.0,29,2021,13,8,68,5,36,41.0,9
4867,Sam Mayer,5,1,37,8,-21,47,68,25,53.2,0,61,89.7,0,0.0,68,94.8,29,2021,15,10,68,5,34,39.0,11
4868,Jeremy Clements,11,5,29,14,10,38,28,14,36.8,0,41,60.3,0,0.0,68,75.8,29,2021,11,12,68,-1,31,30.0,14
4869,Alex Labbe,17,3,29,14,23,44,21,16,36.4,0,44,64.7,0,0.0,68,84.2,29,2021,20,14,68,6,29,35.0,13
4870,Jade Buford,23,11,39,21,-2,49,51,7,14.3,0,24,35.3,0,0.0,68,64.2,29,2021,19,16,68,3,27,30.0,14
4871,Austin Hill,25,3,40,21,-15,46,61,3,6.5,0,9,13.2,0,0.0,68,77.2,29,2021,40,18,68,22,25,47.0,5
4872,Jeffrey Earnhardt,27,12,34,26,-1,38,39,0,0.0,0,1,1.5,0,0.0,68,62.0,29,2021,32,20,68,12,23,35.0,13
4873,Brandon Brown,19,13,35,22,-7,36,43,2,5.6,0,6,8.8,0,0.0,68,55.7,29,2021,16,22,68,-6,20,14.0,22
4874,Stefan Parsons,26,17,36,29,-3,43,46,0,0.0,0,0,0.0,0,0.0,68,46.0,29,2021,36,24,68,12,18,30.0,14
4875,Ty Dillon,15,5,29,15,2,38,36,8,21.1,0,32,47.1,0,0.0,68,71.3,29,2021,25,26,68,-1,16,15.0,21
4876,"Joe Graf, Jr.",32,15,37,31,-31,33,64,1,3.0,0,1,1.5,0,0.0,67,36.0,29,2021,30,28,67,2,14,16.0,20
4877,Matt Mills,36,26,39,34,8,28,20,0,0.0,0,0,0.0,0,0.0,67,35.0,29,2021,26,30,67,-4,12,8.0,25
4878,Ryan Sieg,18,11,34,24,-28,69,97,5,7.2,0,6,9.1,0,0.0,66,51.2,29,2021,18,32,66,-14,9,-5.0,30
4879,Riley Herbst,22,5,32,15,-20,26,46,15,57.7,0,44,72.1,0,0.0,61,77.5,29,2021,9,34,61,-25,7,-18.0,33
4880,Ryan Vargas,29,9,34,30,-6,25,31,0,0.0,0,1,2.1,0,0.0,47,53.0,29,2021,27,36,47,-9,5,-4.0,29
4881,Josh Bilicki,37,6,36,30,2,25,23,0,0.0,0,1,3.6,0,0.0,28,47.8,29,2021,31,38,28,-7,3,-4.0,29
4882,Gray Gaulding,40,30,40,39,3,14,11,0,0.0,0,0,0.0,0,0.0,10,24.3,29,2021,39,40,10,-1,1,0.0,28
4883,John Hunter Nemechek,1,1,18,4,25,38,13,32,84.2,58,191,95.5,92,46.0,200,145.5,30,2021,10,1,200,9,45,103.1,1
4884,Noah Gragson,23,2,29,8,29,61,32,37,60.7,3,163,81.5,0,0.0,200,110.4,30,2021,5,3,200,2,41,44.35,7
4885,Austin Cindric,6,1,26,6,13,48,35,35,72.9,11,185,92.5,34,17.0,200,114.8,30,2021,2,5,200,-3,39,49.45,3
4886,Justin Haley,25,4,31,10,24,56,32,34,60.7,2,171,85.5,0,0.0,200,99.4,30,2021,4,7,200,-3,37,34.9,14
4887,Michael Annett,9,3,25,8,23,42,19,32,76.2,4,195,97.5,0,0.0,200,100.2,30,2021,9,9,200,0,35,36.8,13
4888,Jeb Burton,4,2,35,10,0,50,50,42,84.0,0,180,90.0,0,0.0,200,90.8,30,2021,13,11,200,2,32,34.0,15
4889,Sam Mayer,3,2,35,11,-2,41,43,28,68.3,0,178,89.0,0,0.0,200,86.0,30,2021,11,13,200,-2,30,28.0,17
4890,Kaz Grala,16,12,35,19,-7,50,57,11,22.0,0,64,32.0,0,0.0,200,72.8,30,2021,32,15,200,17,28,45.0,6
4891,Bayley Currey,13,7,39,18,14,51,37,9,17.6,0,68,34.0,0,0.0,200,74.3,30,2021,39,17,200,22,26,48.0,5
4892,Josh Williams,18,8,33,19,-25,24,49,5,20.8,0,19,9.5,0,0.0,200,64.0,30,2021,15,19,200,-4,24,20.0,20
4893,Myatt Snider,12,5,24,17,-24,38,62,14,36.8,0,72,36.2,0,0.0,199,71.5,30,2021,12,21,199,-9,21,12.0,25
4894,Jeffrey Earnhardt,24,13,39,26,-4,39,43,0,0.0,0,4,2.0,0,0.0,199,51.3,30,2021,23,23,199,0,19,19.0,21
4895,Kyle Weatherman,19,10,34,24,0,43,43,2,4.7,0,19,9.5,0,0.0,199,57.2,30,2021,25,25,199,0,17,17.0,22
4896,Mason Massey,33,21,39,32,4,21,17,0,0.0,0,0,0.0,0,0.0,196,38.0,30,2021,35,27,196,8,15,23.0,19
4897,Jeremy Clements,21,7,33,24,2,25,23,4,16.0,0,47,24.0,0,0.0,196,52.2,30,2021,14,29,196,-15,13,-2.0,30
4898,Jesse Little,35,24,38,34,-13,8,21,0,0.0,0,0,0.0,0,0.0,195,31.5,30,2021,34,31,195,3,10,13.0,24
4899,Brandon Brown,11,8,32,18,18,54,36,19,35.2,0,99,57.9,0,0.0,171,69.8,30,2021,18,33,171,-15,8,-7.0,32
4900,C.J. McLaughlin,37,35,40,36,0,0,0,0,0.0,0,0,0.0,0,0.0,145,26.7,30,2021,40,35,145,5,6,11.0,26
4901,Tanner Berryhill,29,10,29,28,-8,17,25,3,17.6,0,16,16.0,0,0.0,100,49.2,30,2021,27,37,100,-10,4,-6.0,31
4902,Jade Buford,38,15,40,36,-4,8,12,1,12.5,0,2,2.5,0,0.0,81,32.0,30,2021,17,39,81,-22,2,-20.0,34
4903,Daniel Hemric,2,1,28,3,3,19,16,19,100.0,32,199,99.5,55,27.5,200,131.6,30,2021,3,2,200,1,42,71.15,2
4904,Justin Allgaier,5,1,30,6,18,49,31,42,85.7,14,194,97.0,0,0.0,200,117.4,30,2021,6,4,200,2,40,48.3,4
4905,A.J. Allmendinger,22,1,28,9,29,57,28,34,59.6,6,172,86.0,13,6.5,200,107.1,30,2021,1,6,200,-5,38,38.95,9
4906,Harrison Burton,8,1,29,11,-9,49,58,41,83.7,2,184,92.0,6,3.0,200,92.2,30,2021,8,8,200,0,36,38.4,10
4907,Brandon Jones,10,3,29,9,-11,31,42,28,90.3,0,193,96.5,0,0.0,200,94.7,30,2021,7,10,200,-3,34,31.0,16
4908,Riley Herbst,7,5,32,11,-6,40,46,36,90.0,0,165,82.5,0,0.0,200,85.7,30,2021,20,12,200,8,31,39.0,8
4909,Ryan Sieg,34,14,37,27,8,38,30,2,5.3,1,10,5.0,0,0.0,200,67.3,30,2021,22,14,200,8,29,37.45,11
4910,Brett Moffitt,14,7,35,18,31,56,25,12,21.4,0,86,43.0,0,0.0,200,76.5,30,2021,26,16,200,10,27,37.0,12
4911,Tommy Joe Martins,17,10,34,19,-16,31,47,7,22.6,0,23,11.5,0,0.0,200,69.2,30,2021,24,18,200,6,25,31.0,16
4912,Austin Hill,15,5,31,18,8,59,51,18,30.5,0,39,19.6,0,0.0,199,70.5,30,2021,21,20,199,1,23,24.0,18
4913,Ryan Vargas,26,15,35,26,-28,33,61,0,0.0,0,3,1.5,0,0.0,199,51.3,30,2021,30,22,199,8,20,28.0,17
4914,Alex Labbe,27,12,36,26,-12,30,42,1,3.3,0,6,3.0,0,0.0,199,52.3,30,2021,16,24,199,-8,18,10.0,27
4915,"Joe Graf, Jr.",31,16,38,28,-15,23,38,0,0.0,0,0,0.0,0,0.0,198,44.3,30,2021,38,26,198,12,16,28.0,17
4916,Spencer Boyd,32,22,39,31,-21,6,27,0,0.0,0,0,0.0,0,0.0,196,35.5,30,2021,28,28,196,0,14,14.0,23
4917,Joey Gase,36,30,39,34,-2,10,12,0,0.0,0,0,0.0,0,0.0,195,31.5,30,2021,37,30,195,7,12,19.0,21
4918,Matt Mills,28,15,35,28,0,39,39,0,0.0,0,1,0.5,0,0.0,193,42.7,30,2021,31,32,193,-1,9,8.0,29
4919,David Starr,20,12,36,27,-14,37,51,3,8.1,0,6,3.9,0,0.0,152,46.7,30,2021,36,34,152,2,7,9.0,28
4920,Landon Cassill,39,19,39,36,1,7,6,0,0.0,0,0,0.0,0,0.0,108,36.5,30,2021,19,36,108,-17,5,-12.0,33
4921,Dylan Lupton,30,7,30,28,-16,16,32,8,50.0,0,46,46.0,0,0.0,100,51.7,30,2021,29,38,100,-9,3,-6.0,31
4922,J.J. Yeley,40,25,38,38,-8,15,23,0,0.0,0,0,0.0,0,0.0,37,28.3,30,2021,33,40,37,-7,1,-6.0,31
4923,Ty Gibbs,17,1,22,4,26,48,22,45,93.8,33,192,96.0,14,7.0,200,130.7,31,2021,10,1,200,9,45,72.35,2
4924,A.J. Allmendinger,4,1,22,5,4,39,35,35,89.7,9,198,99.0,10,5.0,200,113.5,31,2021,5,3,200,2,41,49.55,3
4925,Ryan Sieg,9,3,22,13,0,62,62,52,83.9,2,181,90.5,0,0.0,200,88.1,31,2021,14,5,200,9,39,48.9,4
4926,Michael Annett,12,4,21,11,-4,60,64,57,95.0,0,197,98.5,0,0.0,200,91.2,31,2021,8,7,200,1,37,38.0,11
4927,Justin Allgaier,5,2,17,7,12,69,57,64,92.8,0,196,98.0,0,0.0,200,103.3,31,2021,3,9,200,-6,35,29.0,16
4928,Brandon Jones,13,5,24,11,8,53,45,44,83.0,2,183,91.5,0,0.0,200,87.9,31,2021,9,11,200,-2,32,30.9,14
4929,Riley Herbst,6,4,30,13,-17,58,75,46,79.3,10,158,79.0,0,0.0,200,85.2,31,2021,13,13,200,0,30,34.5,12
4930,Daniel Hemric,19,1,20,7,1,35,34,29,82.9,5,173,86.5,15,7.5,200,98.4,31,2021,1,15,200,-14,28,20.0,21
4931,Jeremy Clements,15,12,33,18,4,52,48,6,11.5,0,28,14.0,0,0.0,200,72.5,31,2021,19,17,200,2,26,28.0,18
4932,Landon Cassill,24,7,38,22,4,59,55,2,3.4,0,6,3.0,0,0.0,200,63.7,31,2021,38,19,200,19,24,43.0,8
4933,Kyle Weatherman,27,9,34,22,14,58,44,0,0.0,0,4,2.0,0,0.0,200,64.2,31,2021,25,21,200,4,21,25.0,19
4934,Tommy Joe Martins,22,17,33,23,-13,48,61,0,0.0,0,0,0.0,0,0.0,199,60.8,31,2021,17,23,199,-6,19,13.0,25
4935,Matt Mills,26,15,33,26,12,58,46,0,0.0,0,1,0.5,0,0.0,199,51.2,31,2021,31,25,199,6,17,23.0,20
4936,Dylan Lupton,25,20,36,27,19,52,33,0,0.0,0,0,0.0,0,0.0,198,48.7,31,2021,28,27,198,1,15,16.0,23
4937,"Joe Graf, Jr.",20,13,35,28,-10,54,64,0,0.0,0,2,1.0,0,0.0,198,46.7,31,2021,30,29,198,1,13,14.0,24
4938,Spencer Boyd,33,17,38,33,-13,19,32,0,0.0,0,0,0.0,0,0.0,196,35.3,31,2021,32,31,196,1,10,11.0,26
4939,Alex Labbe,36,14,36,32,-12,23,35,0,0.0,0,1,0.5,0,0.0,191,46.8,31,2021,21,33,191,-12,8,-4.0,33
4940,Noah Gragson,18,1,20,8,9,50,41,44,88.0,9,172,96.6,9,5.1,178,96.2,31,2021,4,35,178,-31,6,-18.7,36
4941,Mason Massey,32,16,34,32,-3,35,38,0,0.0,0,0,0.0,0,0.0,133,38.3,31,2021,26,37,133,-11,4,-7.0,34
4942,Gray Gaulding,39,38,40,39,-1,1,2,0,0.0,0,0,0.0,0,0.0,13,25.3,31,2021,40,39,13,1,2,3.0,29
4943,Austin Cindric,1,1,19,2,12,22,10,18,81.8,51,199,99.5,151,75.5,200,144.8,31,2021,2,2,200,0,42,102.7,1
4944,Justin Haley,8,3,15,9,-15,41,56,39,95.1,4,200,100.0,0,0.0,200,97.5,31,2021,6,4,200,2,40,43.8,7
4945,Brett Moffitt,10,4,21,13,11,77,66,57,74.0,1,150,75.0,0,0.0,200,87.1,31,2021,16,6,200,10,38,48.45,5
4946,Sam Mayer,7,2,26,10,4,70,66,60,85.7,0,171,85.5,0,0.0,200,96.5,31,2021,12,8,200,4,36,40.0,10
4947,Myatt Snider,3,1,16,8,10,60,50,53,88.3,6,198,99.0,1,0.5,200,97.7,31,2021,15,10,200,5,34,41.95,9
4948,Jeb Burton,11,8,24,15,-31,42,73,34,81.0,0,124,62.0,0,0.0,200,79.7,31,2021,11,12,200,-1,31,30.0,15
4949,Brandon Brown,16,5,36,18,15,67,52,19,28.4,0,61,30.5,0,0.0,200,76.3,31,2021,23,14,200,9,29,38.0,11
4950,Bayley Currey,14,8,32,20,-13,43,56,4,9.3,0,16,8.0,0,0.0,200,73.0,31,2021,22,16,200,6,27,33.0,13
4951,Garrett Smithley,28,18,39,28,9,46,37,0,0.0,0,0,0.0,0,0.0,200,52.7,31,2021,39,18,200,21,25,46.0,6
4952,Jordan Anderson,21,12,35,21,-4,31,35,1,3.2,0,6,3.0,0,0.0,200,65.5,31,2021,27,20,200,7,23,30.0,15
4953,Ryan Vargas,30,13,32,24,-7,41,48,0,0.0,0,3,1.5,0,0.0,200,58.5,31,2021,20,22,200,-2,20,18.0,22
4954,Patrick Emerling,31,18,37,29,-6,29,35,0,0.0,1,0,0.0,0,0.0,199,43.8,31,2021,34,24,199,10,18,28.45,17
4955,Josh Williams,29,10,32,25,-9,37,46,1,2.7,0,2,1.0,0,0.0,198,57.7,31,2021,18,26,198,-8,16,8.0,28
4956,Jeffrey Earnhardt,23,21,33,28,-17,42,59,0,0.0,0,0,0.0,0,0.0,198,48.5,31,2021,24,28,198,-4,14,10.0,27
4957,Jesse Little,34,3,36,33,-11,18,29,0,0.0,0,2,1.0,0,0.0,197,38.5,31,2021,29,30,197,-1,12,11.0,26
4958,Loris Hezemans,35,32,39,35,-4,2,6,0,0.0,0,0,0.0,0,0.0,192,31.0,31,2021,36,32,192,4,9,13.0,25
4959,Harrison Burton,2,1,23,9,10,61,51,55,90.2,10,176,98.9,0,0.0,178,90.9,31,2021,7,34,178,-27,7,-15.5,35
4960,David Starr,37,33,38,37,-2,6,8,0,0.0,0,0,0.0,0,0.0,152,31.5,31,2021,33,36,152,-3,5,2.0,30
4961,Jade Buford,38,22,35,37,11,17,6,0,0.0,0,0,0.0,0,0.0,28,29.5,31,2021,35,38,28,-3,3,0.0,31
4962,Joey Gase,40,37,40,40,0,0,0,0,0.0,0,0,0.0,0,0.0,2,23.2,31,2021,37,40,2,-3,1,-2.0,32
4963,Noah Gragson,1,1,25,4,16,32,16,30,93.8,26,250,97.3,153,59.5,257,143.1,32,2021,9,1,257,8,45,102.95,1
4964,Daniel Hemric,6,1,23,6,18,39,21,39,100.0,25,251,97.7,18,7.0,257,118.5,32,2021,7,3,257,4,41,60.75,3
4965,Justin Allgaier,11,1,20,8,9,38,29,30,78.9,11,240,93.4,0,0.0,257,103.0,32,2021,5,5,257,0,39,43.95,8
4966,A.J. Allmendinger,8,1,25,7,19,47,28,40,85.1,13,243,94.6,0,0.0,257,108.8,32,2021,3,7,257,-4,37,38.85,15
4967,Jeremy Clements,13,4,36,12,7,49,42,25,51.0,0,187,72.8,0,0.0,257,88.0,32,2021,18,9,257,9,35,44.0,7
4968,Josh Williams,15,7,32,16,-1,48,49,19,39.6,0,149,58.0,0,0.0,257,75.8,32,2021,22,11,257,11,32,43.0,9
4969,Myatt Snider,10,4,30,16,16,61,45,18,29.5,0,108,42.0,0,0.0,257,78.3,32,2021,12,13,257,-1,30,29.0,18
4970,"Joe Graf, Jr.",30,14,38,27,6,52,46,6,11.5,0,13,5.1,0,0.0,257,59.3,32,2021,32,15,257,17,28,45.0,6
4971,Jade Buford,17,11,34,22,4,49,45,3,6.1,0,12,4.7,0,0.0,257,62.3,32,2021,31,17,257,14,26,40.0,13
4972,Brett Moffitt,19,1,26,17,-6,50,56,11,22.0,0,61,23.7,0,0.0,257,68.2,32,2021,13,19,257,-6,24,18.0,24
4973,Stephen Leicht,31,16,39,28,9,43,34,0,0.0,0,0,0.0,0,0.0,257,50.7,32,2021,37,21,257,16,21,37.0,16
4974,Ryan Ellis,35,13,38,29,-24,40,64,4,10.0,0,3,1.2,0,0.0,257,43.5,32,2021,34,23,257,11,19,30.0,17
4975,Natalie Decker,26,16,39,28,-20,38,58,0,0.0,0,0,0.0,0,0.0,257,39.5,32,2021,26,25,257,1,17,18.0,24
4976,Ty Gibbs,3,1,29,9,0,17,17,17,100.0,8,196,76.3,16,6.2,257,99.2,32,2021,2,27,257,-25,15,-2.4,28
4977,Matt Mills,34,12,37,32,-15,28,43,4,14.3,0,6,2.4,0,0.0,255,40.3,32,2021,35,29,255,6,13,19.0,23
4978,Ryan Sieg,20,6,35,18,27,45,18,27,60.0,0,138,54.5,0,0.0,253,72.5,32,2021,14,31,253,-17,10,-7.0,30
4979,Justin Haley,36,4,37,23,-6,20,26,3,15.0,1,98,44.1,0,0.0,222,71.6,32,2021,4,33,222,-29,8,-20.55,35
4980,Bayley Currey,24,20,38,32,-12,24,36,0,0.0,0,0,0.0,0,0.0,212,34.8,32,2021,20,35,212,-15,6,-9.0,31
4981,Jeb Burton,5,3,33,15,6,34,28,24,70.6,0,173,89.2,0,0.0,194,79.3,32,2021,15,37,194,-22,4,-18.0,33
4982,Mike Harmon,39,39,40,39,-2,0,2,0,0.0,0,0,0.0,0,0.0,38,23.7,32,2021,40,39,38,1,2,3.0,26
4983,Austin Cindric,4,1,20,5,17,33,16,27,81.8,34,250,97.3,64,24.9,257,127.4,32,2021,1,2,257,-1,42,72.3,2
4984,Sam Mayer,33,3,38,22,19,41,22,27,65.9,16,103,40.1,0,0.0,257,103.5,32,2021,11,4,257,7,40,54.2,4
4985,Brandon Jones,9,4,30,10,9,55,46,44,80.0,3,229,89.1,0,0.0,257,93.5,32,2021,8,6,257,2,38,41.35,12
4986,Alex Labbe,16,8,33,17,1,42,41,11,26.2,0,88,34.2,0,0.0,257,77.5,32,2021,25,8,257,17,36,53.0,5
4987,Riley Herbst,7,5,32,12,3,48,45,40,83.3,4,219,85.2,0,0.0,257,87.2,32,2021,16,10,257,6,34,41.8,11
4988,Landon Cassill,22,8,29,19,-10,23,33,6,26.1,0,82,31.9,0,0.0,257,69.7,32,2021,23,12,257,11,31,42.0,10
4989,Colin Garrett,29,14,38,28,8,62,54,0,0.0,0,1,0.4,0,0.0,257,56.0,32,2021,30,14,257,16,29,45.0,6
4990,J.J. Yeley,28,8,38,22,5,48,43,8,16.7,0,48,18.7,0,0.0,257,64.3,32,2021,28,16,257,12,27,39.0,14
4991,Preston Pardus,21,3,39,21,-9,41,50,3,7.3,0,45,17.5,0,0.0,257,61.3,32,2021,38,18,257,20,25,45.0,6
4992,Harrison Burton,2,1,27,9,10,39,29,16,41.0,19,186,72.4,2,0.8,257,94.7,32,2021,10,20,257,-10,23,22.05,21
4993,Jeffrey Earnhardt,23,11,33,23,1,36,35,5,13.9,0,39,15.2,0,0.0,257,56.2,32,2021,27,22,257,5,20,25.0,19
4994,David Starr,25,14,38,27,-21,37,58,1,2.7,0,6,2.3,0,0.0,257,49.0,32,2021,36,24,257,12,18,30.0,17
4995,Akinori Ogata,32,17,39,32,-24,14,38,0,0.0,0,0,0.0,0,0.0,257,33.5,32,2021,33,26,257,7,16,23.0,20
4996,Josh Berry,18,4,30,14,22,57,35,24,42.1,3,146,57.0,0,0.0,256,73.0,32,2021,29,28,256,1,14,16.35,25
4997,Spencer Boyd,27,1,39,29,-13,17,30,0,0.0,0,13,5.1,4,1.6,254,32.5,32,2021,39,30,254,9,12,22.0,22
4998,Ryan Vargas,37,17,37,33,-24,12,36,0,0.0,0,0,0.0,0,0.0,249,32.3,32,2021,21,32,249,-11,9,-2.0,27
4999,Kyle Weatherman,38,13,38,33,-24,18,42,1,5.6,0,5,2.3,0,0.0,221,44.8,32,2021,24,34,221,-10,7,-3.0,29
5000,Brandon Brown,14,7,34,20,3,32,29,24,75.0,0,125,61.3,0,0.0,204,60.0,32,2021,17,36,204,-19,5,-14.0,32
5001,Michael Annett,12,5,25,19,6,36,30,27,75.0,3,142,74.0,0,0.0,192,66.2,32,2021,6,38,192,-32,3,-27.65,36
5002,Tommy Joe Martins,40,18,39,37,-17,8,25,0,0.0,0,0,0.0,0,0.0,36,32.8,32,2021,19,40,36,-21,1,-20.0,34
5003,Daniel Hemric,1,1,7,2,1,10,9,10,100.0,26,204,100.0,48,23.5,204,127.7,33,2021,4,1,204,3,45,71.7,3
5004,Harrison Burton,6,3,36,9,25,79,54,42,53.2,5,183,89.7,0,0.0,204,95.7,33,2021,36,3,204,33,41,76.25,2
5005,Justin Haley,9,4,13,7,-4,36,40,35,97.2,1,204,100.0,0,0.0,204,103.5,33,2021,8,5,204,3,39,42.45,7
5006,Brandon Jones,7,2,17,9,-19,49,68,42,85.7,5,195,95.6,0,0.0,204,90.8,33,2021,6,7,204,-1,37,38.25,9
5007,Justin Allgaier,5,1,31,8,25,64,39,30,46.9,8,178,87.3,0,0.0,204,100.4,33,2021,3,9,204,-6,35,32.6,12
5008,Michael Annett,8,1,14,9,15,57,42,51,89.5,1,204,100.0,1,0.5,204,92.6,33,2021,13,11,204,2,32,34.7,10
5009,Sam Mayer,14,9,23,13,14,74,60,53,71.6,1,181,88.7,0,0.0,204,81.3,33,2021,11,13,204,-2,30,28.45,15
5010,Dylan Lupton,21,13,35,21,8,76,68,12,15.8,0,15,7.4,0,0.0,204,63.5,33,2021,32,15,204,17,28,45.0,6
5011,Ryan Sieg,16,14,26,16,6,62,56,13,21.0,0,89,43.6,0,0.0,204,71.5,33,2021,14,17,204,-3,26,23.0,20
5012,Myatt Snider,15,8,19,15,-16,55,71,44,80.0,0,117,57.4,0,0.0,204,70.5,33,2021,17,19,204,-2,24,22.0,21
5013,David Starr,31,9,36,30,-1,49,50,0,0.0,0,0,0.0,0,0.0,204,39.2,33,2021,27,21,204,6,21,27.0,18
5014,Jeb Burton,13,6,30,11,-19,37,56,31,83.8,0,186,91.2,0,0.0,204,78.2,33,2021,9,23,204,-14,19,5.0,28
5015,Sage Karam,29,7,33,28,4,68,64,0,0.0,0,0,0.0,0,0.0,204,41.3,33,2021,33,25,204,8,17,25.0,19
5016,Kyle Sieg,30,18,32,27,-1,68,69,0,0.0,0,0,0.0,0,0.0,204,46.3,33,2021,18,27,204,-9,15,6.0,27
5017,Matt Mills,26,20,35,29,-18,24,42,0,0.0,0,0,0.0,0,0.0,204,35.0,33,2021,35,29,204,6,13,19.0,22
5018,Bayley Currey,33,23,36,32,-5,38,43,0,0.0,0,0,0.0,0,0.0,200,32.8,33,2021,25,31,200,-6,10,4.0,29
5019,Jade Buford,23,4,30,22,-7,66,73,8,12.1,0,22,11.4,0,0.0,193,50.3,33,2021,15,33,193,-18,8,-10.0,33
5020,"Joe Graf, Jr.",35,25,36,34,4,39,35,0,0.0,0,0,0.0,0,0.0,97,26.5,33,2021,34,35,97,-1,6,5.0,28
